Name,Games,Wins,Draws,Losses,Goals,Balance,Points,Final Position,name,matches,wins,draws,losses,pts,goals,spectators,gk_oage,defense_oage,attack_oage,gk_mkt,defense_mkt,attack_mkt,gk_omkt,defense_omkt,attack_omkt,total_oage,total_mkt,total_omkt,income,expenditure,balance,arrival_sum,arrival_age,arrival_mkt,derpature_sum,derpature_age,derpature_mkt,manager_name,manager_age,manager_avarage_time,manager_matches,manager_wins,manager_draws,manager_losses,manager_points,manager_ppm,manager_teams_coached,manager_avarage_ppm,manager_total_matches,manager_total_transfer
Stoke City,38,11,14,13,34:48,-14,47,11,Stoke City,38,12,9,17,1.18,38:55,31.382,28.33,27.00,25.50,€850k,€12.80m,€9.90m,€283k,€1.60m,€2.48m,27.24,€33.25m,€1.58m,€17.00m,0,+€17.00m,0,24.6,€37.30m,€17.00m,25.8,€53.05m,Alex Neil,42,1.50 Years,49,16,12,21,60,1.22,7,1.4342857142857142,443,0
Fulham,38,12,10,16,39:46,-7,46,12,Fulham FC,38,14,11,13,1.39,39:34,29.755,28.50,28.11,27.88,€15.00m,€73.80m,€78.90m,€7.50m,€8.20m,€9.86m,27.88,€265.20m,€10.20m,€21.90m,€71.20m,€-49.30m,€71.20m,27.2,€176.40m,€21.90m,27.2,€100.40m,Marco Silva,45,1.31 Years,44,18,8,18,62,1.41,8,1.44875,419,0
Sunderland,38,11,11,16,48:56,-8,44,13,Sunderland AFC,38,9,9,20,0.95,34:54,37.958,24.00,24.13,23.43,€7.25m,€9.50m,€22.05m,€3.63m,€1.19m,€3.15m,24.15,€53.65m,€1.99m,0,€6.06m,€-6.06m,€6.06m,21.8,€38.48m,0,25.1,€28.90m,Tony Mowbray,59,2.06 Years,45,18,14,13,68,1.51,10,1.1400000000000001,822,€1.15m
Bolton,38,10,9,19,42:67,-25,39,14,Bolton Wanderers,38,11,8,19,1.08,41:53,29.075,24.50,25.43,29.25,€200k,€2.88m,€2.93m,€100k,€411k,€366k,27.09,€8.30m,€361k,€600k,€570k,+€30k,€570k,22.6,€11.48m,€600k,23.3,€14.65m,Ian Evatt,41,1.69 Years,59,31,13,15,106,1.80,3,1.43,251,€225k
Wolves,38,9,11,18,32:56,-24,38,15,Wolverhampton Wanderers,46,27,9,10,1.96,80:52,21.798,26.25,25.11,27.30,€22.20m,€119.50m,€134.00m,€5.55m,€13.28m,€13.40m,25.90,€400.20m,€12.91m,€62.87m,€177.11m,€-114.24m,€177.11m,23.8,€260.10m,€62.87m,24.5,€207.40m,Julen Lopetegui,56,1.73 Years,37,11,8,18,41,1.11,13,1.4307692307692308,394,0
Wigan,38,9,9,20,37:79,-42,36,16,Wigan Athletic,38,12,9,17,1.18,34:45,27.046,33.50,27.67,27.57,€450k,€5.75m,€3.95m,€225k,€639k,€564k,28.04,€15.10m,€559k,0,0,+-0,0,24.6,€13.95m,0,24.7,€9.15m,Shaun Maloney,40,0.36 Years,18,4,8,6,20,1.11,7,0.3385714285714286,37,€8.32m
West Ham,38,8,11,19,47:66,-19,35,17,West Ham United,38,14,9,15,1.34,42:45,34.131,34.00,28.75,27.67,€8.90m,€108.10m,€116.00m,€4.45m,€13.51m,€19.33m,28.04,€441.80m,€19.21m,€21.55m,€194.00m,€-172.45m,€194.00m,25.0,€157.00m,€21.55m,28.8,€61.75m,David Moyes,60,3.23 Years,57,27,8,22,89,1.56,8,1.2075,1051,€47k
Burnley,38,8,6,24,42:82,-40,30,18,Burnley FC,46,21,13,12,1.65,72:60,15.524,24.75,25.11,26.25,€13.60m,€48.40m,€33.70m,€3.40m,€5.38m,€4.21m,25.81,€132.30m,€5.09m,€76.46m,€43.20m,+€33.26m,€43.20m,22.6,€70.73m,€76.46m,26.8,€165.35m,Vincent Kompany,37,1.42 Years,54,34,15,5,117,2.17,3,1.6900000000000002,149,€19.00m
Hull City,38,6,12,20,34:75,-41,30,19,Hull City,38,8,11,19,0.92,39:64,30.894,23.33,26.25,22.86,€1.65m,€18.85m,€13.30m,€550k,€2.36m,€1.90m,24.96,€50.75m,€1.88m,€19.00m,€11.66m,+€7.34m,€11.66m,23.3,€47.30m,€19.00m,23.9,€38.30m,Liam Rosenior,38,0.44 Years,41,15,16,10,61,1.49,8,0.40375,41,€1.98m
Portsmouth,38,7,7,24,34:66,-32,19,20,Portsmouth FC,38,10,11,17,1.08,38:57,27.589,22.00,25.89,25.83,€450k,€3.10m,€2.05m,€450k,€344k,€342k,25.36,€8.25m,€330k,€700k,0,+€700k,0,22.7,€10.25m,€700k,24.1,€10.53m,John Mousinho,37,0.42 Years,23,10,9,4,39,1.70,1,1.7,23,0
