Name,Games,Wins,Draws,Losses,Goals,Balance,Points,Final Position,name,matches,wins,draws,losses,pts,goals,spectators,gk_oage,defense_oage,attack_oage,gk_mkt,defense_mkt,attack_mkt,gk_omkt,defense_omkt,attack_omkt,total_oage,total_mkt,total_omkt,income,expenditure,balance,arrival_sum,arrival_age,arrival_mkt,derpature_sum,derpature_age,derpature_mkt,manager_name,manager_age,manager_avarage_time,manager_matches,manager_wins,manager_draws,manager_losses,manager_points,manager_ppm,manager_teams_coached,manager_avarage_ppm,manager_total_matches,manager_total_transfer
Southampton,38,12,9,17,46:54,-8,45,11,Southampton FC,38,14,10,14,1.37,40:48,23.868,31.67,24.36,25.50,€16.35m,€141.00m,€124.90m,€5.45m,€12.82m,€10.41m,25.45,€393.25m,€11.92m,€5.50m,€142.15m,€-136.65m,€142.15m,23.1,€151.50m,€5.50m,26.4,€72.60m,Rubén Sellés,40,0.20 Years,18,3,4,11,13,0.72,23,0.27999999999999997,18.0,0
Middlesbrough,38,12,9,17,35:47,-12,45,12,Middlesbrough FC,38,9,15,14,1.11,44:44,31.668,30.33,27.50,23.20,€1.25m,€22.10m,€19.90m,€417k,€2.21m,€3.98m,26.78,€53.50m,€2.33m,€26.90m,€10.23m,+€16.68m,€10.23m,25.0,€58.55m,€26.90m,25.9,€70.30m,Michael Carrick,41,0.35 Years,33,18,5,10,59,1.79,4,1.03,36.0,€31.30m
Fulham,38,10,14,14,36:44,-8,44,13,Fulham FC,46,30,11,5,2.20,90:32,15.525,28.50,28.11,27.88,€15.00m,€73.80m,€78.90m,€7.50m,€8.20m,€9.86m,27.88,€265.20m,€10.20m,€21.90m,€71.20m,€-49.30m,€71.20m,27.2,€176.40m,€21.90m,27.2,€100.40m,Marco Silva,45,1.31 Years,44,18,8,18,62,1.41,8,1.44875,419.0,0
Charlton,38,10,14,14,38:49,-11,44,14,Charlton Athletic,38,14,10,14,1.37,50:57,26.437,24.00,25.86,24.14,€775k,€1.85m,€2.95m,€258k,€264k,€421k,24.80,€8.43m,€337k,0,0,+-0,0,23.3,€9.35m,0,25.8,€10.48m,Dean Holden,43,0.35 Years,27,12,5,10,41,1.52,12,0.5691666666666667,83.0,0
Everton,38,11,10,17,45:57,-12,43,15,Everton FC,38,11,9,18,1.11,45:59,33.169,34.67,27.20,25.67,€22.95m,€118.00m,€80.50m,€7.65m,€11.80m,€13.42m,27.48,€334.45m,€13.38m,€103.60m,€78.20m,+€25.40m,€78.20m,25.1,€133.15m,€103.60m,27.1,€168.70m,Sean Dyche,51,3.22 Years,18,5,6,7,21,1.17,6,0.6466666666666666,492.0,€210k
Bolton,38,9,13,16,44:62,-18,40,16,Bolton Wanderers,46,24,15,7,1.89,76:45,14.985,24.50,25.43,29.25,€200k,€2.88m,€2.93m,€100k,€411k,€366k,27.09,€8.30m,€361k,€600k,€570k,+€30k,€570k,22.6,€11.48m,€600k,23.3,€14.65m,Ian Evatt,41,1.69 Years,59,31,13,15,106,1.80,3,1.43,251.0,€225k
Sunderland,38,10,10,18,29:51,-22,40,17,Sunderland AFC,38,15,12,11,1.50,46:41,39.668,24.00,24.13,23.43,€7.25m,€9.50m,€22.05m,€3.63m,€1.19m,€3.15m,24.15,€53.65m,€1.99m,0,€6.06m,€-6.06m,€6.06m,21.8,€38.48m,0,25.1,€28.90m,Tony Mowbray,59,2.06 Years,45,18,14,13,68,1.51,10,1.1400000000000001,822.0,€1.15m
Ipswich,38,9,9,20,41:64,-23,36,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,,
Derby,38,8,6,24,33:63,-30,30,19,Derby County,38,10,12,16,1.11,37:59,30.558,31.00,28.71,31.75,€450k,€2.68m,€1.60m,€225k,€382k,€400k,28.25,€18.58m,€929k,0,0,+-0,0,25.2,€13.70m,0,23.5,€24.30m,Paul Warne,50,2.19 Years,56,24,17,15,89,1.59,5,0.6980000000000001,338.0,€35k
Leicester,38,5,13,20,30:64,-34,28,20,Leicester City,38,14,6,18,1.26,39:51,26.555,29.33,27.08,26.33,€11.50m,€147.80m,€99.30m,€3.83m,€12.32m,€16.55m,27.17,€429.10m,€14.30m,€81.40m,€48.00m,+€33.40m,€48.00m,25.5,€67.40m,€81.40m,27.7,€67.85m,Dean Smith,52,2.44 Years,34,13,8,13,47,1.38,6,1.0666666666666667,605.0,€137k
