Name,Games,Wins,Draws,Losses,Goals,Balance,Points,Final Position,name,matches,wins,draws,losses,pts,goals,spectators,gk_oage,defense_oage,attack_oage,gk_mkt,defense_mkt,attack_mkt,gk_omkt,defense_omkt,attack_omkt,total_oage,total_mkt,total_omkt,income,expenditure,balance,arrival_sum,arrival_age,arrival_mkt,derpature_sum,derpature_age,derpature_mkt,manager_name,manager_age,manager_avarage_time,manager_matches,manager_wins,manager_draws,manager_losses,manager_points,manager_ppm,manager_teams_coached,manager_avarage_ppm,manager_total_matches,manager_total_transfer
Tottenham,38,11,13,14,66:61,5,46,11,Tottenham Hotspur,38,17,9,12,1.58,57:54,35.132,29.75,26.25,27.33,€5.30m,€185.00m,€269.00m,€1.33m,€23.13m,€44.83m,26.80,€617.30m,€24.69m,€38.75m,€177.90m,€-139.15m,€177.90m,24.7,€325.50m,€38.75m,24.2,€240.50m,Ryan Mason,32,0.19 Years,6,2,1,3,7,1.17,10,0.288,13,€15.40m
Newcastle,38,11,10,17,45:65,-20,43,12,Newcastle United,38,11,10,17,1.13,38:47,42.491,31.60,27.92,26.86,€24.00m,€107.90m,€206.00m,€4.80m,€8.30m,€29.43m,27.74,€527.90m,€15.53m,€13.46m,€185.35m,€-171.89m,€185.35m,25.4,€149.20m,€13.46m,28.2,€52.20m,Eddie Howe,45,3.30 Years,46,25,14,7,89,1.93,4,1.58,617,€600k
Middlesbrough,38,10,12,16,43:53,-10,42,13,Middlesbrough FC,38,12,10,16,1.21,44:49,30.894,30.33,27.50,23.20,€1.25m,€22.10m,€19.90m,€417k,€2.21m,€3.98m,26.78,€53.50m,€2.33m,€26.90m,€10.23m,+€16.68m,€10.23m,25.0,€58.55m,€26.90m,25.9,€70.30m,Michael Carrick,41,0.35 Years,33,18,5,10,59,1.79,4,1.03,36,€31.30m
Wigan,38,10,10,18,34:51,-17,40,14,Wigan Athletic,38,10,8,20,1.00,37:59,26.316,33.50,27.67,27.57,€450k,€5.75m,€3.95m,€225k,€639k,€564k,28.04,€15.10m,€559k,0,0,+-0,0,24.6,€13.95m,0,24.7,€9.15m,Shaun Maloney,40,0.36 Years,18,4,8,6,20,1.11,7,0.3385714285714286,37,€8.32m
Sunderland,38,11,6,21,36:59,-23,39,15,Sunderland AFC,46,27,7,12,1.91,76:47,25.770,24.00,24.13,23.43,€7.25m,€9.50m,€22.05m,€3.63m,€1.19m,€3.15m,24.15,€53.65m,€1.99m,0,€6.06m,€-6.06m,€6.06m,21.8,€38.48m,0,25.1,€28.90m,Tony Mowbray,59,2.06 Years,45,18,14,13,68,1.51,10,1.1400000000000001,822,€1.15m
Bolton,38,9,10,19,36:54,-18,37,16,Bolton Wanderers,38,16,8,14,1.47,47:52,28.690,24.50,25.43,29.25,€200k,€2.88m,€2.93m,€100k,€411k,€366k,27.09,€8.30m,€361k,€600k,€570k,+€30k,€570k,22.6,€11.48m,€600k,23.3,€14.65m,Ian Evatt,41,1.69 Years,59,31,13,15,106,1.80,3,1.43,251,€225k
Fulham,38,8,12,18,38:60,-22,36,17,Fulham FC,38,8,15,15,1.03,38:60,28.116,28.50,28.11,27.88,€15.00m,€73.80m,€78.90m,€7.50m,€8.20m,€9.86m,27.88,€265.20m,€10.20m,€21.90m,€71.20m,€-49.30m,€71.20m,27.2,€176.40m,€21.90m,27.2,€100.40m,Marco Silva,45,1.31 Years,44,18,8,18,62,1.41,8,1.44875,419,0
Reading,38,10,6,22,41:66,-25,36,18,Reading FC,38,16,7,15,1.45,52:47,29.075,28.50,26.22,28.88,€750k,€11.00m,€5.70m,€375k,€1.22m,€713k,26.96,€22.65m,€944k,0,0,+-0,0,25.5,€23.50m,0,25.7,€31.20m,Noel Hunt,40,0.45 Years,5,0,3,2,3,0.60,7,0.5,12,€1.13m
Birmingham,38,8,11,19,46:62,-16,35,19,Birmingham City,46,26,8,12,1.87,67:42,20.438,34.50,28.00,29.33,€800k,€4.70m,€6.70m,€400k,€588k,€1.12m,27.14,€29.10m,€1.32m,€600k,€2.21m,€-1.61m,€2.21m,23.1,€25.15m,€600k,24.8,€45.15m,John Eustace,43,0.99 Years,50,15,12,23,57,1.14,7,0.30571428571428566,59,€375k
Derby,38,1,8,29,20:89,-69,11,20,Derby County,46,25,9,12,1.83,62:46,22.403,31.00,28.71,31.75,€450k,€2.68m,€1.60m,€225k,€382k,€400k,28.25,€18.58m,€929k,0,0,+-0,0,25.2,€13.70m,0,23.5,€24.30m,Paul Warne,50,2.19 Years,56,24,17,15,89,1.59,5,0.6980000000000001,338,€35k
