Name,Games,Wins,Draws,Losses,Goals,Balance,Points,Final Position,name,matches,wins,draws,losses,pts,goals,spectators,gk_oage,defense_oage,attack_oage,gk_mkt,defense_mkt,attack_mkt,gk_omkt,defense_omkt,attack_omkt,total_oage,total_mkt,total_omkt,income,expenditure,balance,arrival_sum,arrival_age,arrival_mkt,derpature_sum,derpature_age,derpature_mkt,manager_name,manager_age,manager_avarage_time,manager_matches,manager_wins,manager_draws,manager_losses,manager_points,manager_ppm,manager_teams_coached,manager_avarage_ppm,manager_total_matches,manager_total_transfer
Newcastle,38,14,9,15,44:50,-6,51,11,Newcastle United,38,14,10,14,1.37,63:54,33.782,31.60,27.92,26.86,€24.00m,€107.90m,€206.00m,€4.80m,€8.30m,€29.43m,27.74,€527.90m,€15.53m,€13.46m,€185.35m,€-171.89m,€185.35m,25.4,€149.20m,€13.46m,28.2,€52.20m,Eddie Howe,45,3.30 Years,46,25,14,7,89,1.93,4,1.58,617.0,€600k
Tottenham,38,13,10,15,47:54,-7,49,12,Tottenham Hotspur,38,15,8,15,1.39,57:49,33.239,29.75,26.25,27.33,€5.30m,€185.00m,€269.00m,€1.33m,€23.13m,€44.83m,26.80,€617.30m,€24.69m,€38.75m,€177.90m,€-139.15m,€177.90m,24.7,€325.50m,€38.75m,24.2,€240.50m,Ryan Mason,32,0.19 Years,6,2,1,3,7,1.17,10,0.288,13.0,€15.40m
Leicester,38,14,6,18,39:51,-12,48,13,Leicester City,38,16,7,15,1.45,55:55,25.068,29.33,27.08,26.33,€11.50m,€147.80m,€99.30m,€3.83m,€12.32m,€16.55m,27.17,€429.10m,€14.30m,€81.40m,€48.00m,+€33.40m,€48.00m,25.5,€67.40m,€81.40m,27.7,€67.85m,Dean Smith,52,2.44 Years,34,13,8,13,47,1.38,6,1.0666666666666667,605.0,€137k
Middlesbrough,38,9,15,14,44:44,0,42,14,Middlesbrough FC,38,14,10,14,1.37,46:52,31.459,30.33,27.50,23.20,€1.25m,€22.10m,€19.90m,€417k,€2.21m,€3.98m,26.78,€53.50m,€2.33m,€26.90m,€10.23m,+€16.68m,€10.23m,25.0,€58.55m,€26.90m,25.9,€70.30m,Michael Carrick,41,0.35 Years,33,18,5,10,59,1.79,4,1.03,36.0,€31.30m
West Ham,38,10,12,16,45:50,-5,42,15,West Ham United,38,15,10,13,1.45,52:53,28.091,34.00,28.75,27.67,€8.90m,€108.10m,€116.00m,€4.45m,€13.51m,€19.33m,28.04,€441.80m,€19.21m,€21.55m,€194.00m,€-172.45m,€194.00m,25.0,€157.00m,€21.55m,28.8,€61.75m,David Moyes,60,3.23 Years,57,27,8,22,89,1.56,8,1.2075,1051.0,€47k
Everton,38,11,9,18,45:59,-14,42,16,Everton FC,38,12,14,12,1.32,59:49,32.312,34.67,27.20,25.67,€22.95m,€118.00m,€80.50m,€7.65m,€11.80m,€13.42m,27.48,€334.45m,€13.38m,€103.60m,€78.20m,+€25.40m,€78.20m,25.1,€133.15m,€103.60m,27.1,€168.70m,Sean Dyche,51,3.22 Years,18,5,6,7,21,1.17,6,0.6466666666666666,492.0,€210k
Derby,38,10,12,16,37:59,-22,42,17,Derby County,38,9,11,18,1.00,44:57,29.624,31.00,28.71,31.75,€450k,€2.68m,€1.60m,€225k,€382k,€400k,28.25,€18.58m,€929k,0,0,+-0,0,25.2,€13.70m,0,23.5,€24.30m,Paul Warne,50,2.19 Years,56,24,17,15,89,1.59,5,0.6980000000000001,338.0,€35k
Man City,38,8,10,20,41:65,-24,34,18,Manchester City,46,26,11,9,1.93,78:40,24.923,31.00,26.67,25.40,€52.70m,€271.00m,€445.00m,€13.18m,€30.11m,€89.00m,27.08,€1.09bn,€43.43m,€162.17m,€150.50m,+€11.67m,€150.50m,22.9,€363.15m,€162.17m,24.1,€295.65m,Pep Guardiola,52,3.75 Years,61,44,10,7,142,2.33,4,1.775,821.0,€651k
Coventry,38,8,10,20,36:63,-27,34,19,Coventry City,38,12,8,18,1.16,47:54,25.771,31.50,28.33,27.67,€1.20m,€4.35m,€14.95m,€600k,€725k,€2.49m,27.55,€41.15m,€1.87m,€1.75m,0,+€1.75m,0,23.6,€9.90m,€1.75m,23.8,€15.25m,Mark Robins,53,2.30 Years,51,19,17,15,74,1.45,8,1.07625,710.0,€2.25m
Bradford,38,5,11,22,30:70,-40,26,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,,
