Name,Games,Wins,Draws,Losses,Goals,Balance,Points,Final Position,name,matches,wins,draws,losses,pts,goals,spectators,gk_oage,defense_oage,attack_oage,gk_mkt,defense_mkt,attack_mkt,gk_omkt,defense_omkt,attack_omkt,total_oage,total_mkt,total_omkt,income,expenditure,balance,arrival_sum,arrival_age,arrival_mkt,derpature_sum,derpature_age,derpature_mkt,manager_name,manager_age,manager_avarage_time,manager_matches,manager_wins,manager_draws,manager_losses,manager_points,manager_ppm,manager_teams_coached,manager_avarage_ppm,manager_total_matches,manager_total_transfer
Middlesbrough,38,13,10,15,48:44,4,49,11,Middlesbrough FC,38,12,9,17,1.18,35:47,31.279,30.33,27.50,23.20,€1.25m,€22.10m,€19.90m,€417k,€2.21m,€3.98m,26.78,€53.50m,€2.33m,€26.90m,€10.23m,+€16.68m,€10.23m,25.0,€58.55m,€26.90m,25.9,€70.30m,Michael Carrick,41,0.35 Years,33,18,5,10,59,1.79,4,1.03,36,€31.30m
Charlton,38,14,7,17,45:56,-11,49,12,Charlton Athletic,38,10,14,14,1.16,38:49,28.678,24.00,25.86,24.14,€775k,€1.85m,€2.95m,€258k,€264k,€421k,24.80,€8.43m,€337k,0,0,+-0,0,23.3,€9.35m,0,25.8,€10.48m,Dean Holden,43,0.35 Years,27,12,5,10,41,1.52,12,0.5691666666666667,83,0
Birmingham,38,13,9,16,41:49,-8,48,13,Birmingham City,46,21,13,12,1.65,70:49,18.406,34.50,28.00,29.33,€800k,€4.70m,€6.70m,€400k,€588k,€1.12m,27.14,€29.10m,€1.32m,€600k,€2.21m,€-1.61m,€2.21m,23.1,€25.15m,€600k,24.8,€45.15m,John Eustace,43,0.99 Years,50,15,12,23,57,1.14,7,0.30571428571428566,59,€375k
Fulham,38,13,9,16,41:50,-9,48,14,Fulham FC,38,10,14,14,1.16,36:44,26.700,28.50,28.11,27.88,€15.00m,€73.80m,€78.90m,€7.50m,€8.20m,€9.86m,27.88,€265.20m,€10.20m,€21.90m,€71.20m,€-49.30m,€71.20m,27.2,€176.40m,€21.90m,27.2,€100.40m,Marco Silva,45,1.31 Years,44,18,8,18,62,1.41,8,1.44875,419,0
Leeds,38,14,5,19,58:57,1,47,15,Leeds United,38,18,12,8,1.74,53:37,37.102,26.00,25.36,24.09,€22.80m,€89.30m,€133.90m,€7.60m,€8.12m,€12.17m,24.78,€325.20m,€10.16m,€114.50m,€145.59m,€-31.09m,€145.59m,23.8,€194.90m,€114.50m,24.4,€163.70m,Sam Allardyce,68,1.59 Years,4,0,1,3,1,0.25,18,0.8122222222222223,829,€298k
Aston Villa,38,12,9,17,42:47,-5,45,16,Aston Villa,38,12,14,12,1.32,46:47,34.384,28.50,29.00,24.67,€30.50m,€132.80m,€147.80m,€7.63m,€14.76m,€16.42m,26.59,€474.10m,€16.35m,€54.00m,€100.14m,€-46.14m,€100.14m,25.7,€242.70m,€54.00m,26.1,€164.00m,Unai Emery,51,1.97 Years,44,26,7,11,85,1.93,10,1.583,853,0
Bolton,38,10,14,14,41:51,-10,44,17,Bolton Wanderers,38,9,13,16,1.05,44:62,29.824,24.50,25.43,29.25,€200k,€2.88m,€2.93m,€100k,€411k,€366k,27.09,€8.30m,€361k,€600k,€570k,+€30k,€570k,22.6,€11.48m,€600k,23.3,€14.65m,Ian Evatt,41,1.69 Years,59,31,13,15,106,1.80,3,1.43,251,€225k
West Ham,38,10,12,16,42:59,-17,42,18,West Ham United,38,15,8,15,1.39,48:57,32.831,34.00,28.75,27.67,€8.90m,€108.10m,€116.00m,€4.45m,€13.51m,€19.33m,28.04,€441.80m,€19.21m,€21.55m,€194.00m,€-172.45m,€194.00m,25.0,€157.00m,€21.55m,28.8,€61.75m,David Moyes,60,3.23 Years,57,27,8,22,89,1.56,8,1.2075,1051,€47k
West Brom,38,6,8,24,29:65,-36,26,19,West Bromwich Albion,46,27,8,11,1.93,61:29,18.542,27.00,26.83,26.33,€2.65m,€19.70m,€22.30m,€883k,€1.64m,€3.72m,27.24,€63.45m,€2.19m,0,€1.35m,€-1.35m,€1.35m,26.1,€34.35m,0,27.6,€34.05m,Carlos Corberán,40,0.97 Years,44,21,9,14,72,1.64,18,0.3622222222222222,169,0
Sunderland,38,4,7,27,21:65,-44,19,20,Sunderland AFC,38,10,10,18,1.05,29:51,40.434,24.00,24.13,23.43,€7.25m,€9.50m,€22.05m,€3.63m,€1.19m,€3.15m,24.15,€53.65m,€1.99m,0,€6.06m,€-6.06m,€6.06m,21.8,€38.48m,0,25.1,€28.90m,Tony Mowbray,59,2.06 Years,45,18,14,13,68,1.51,10,1.1400000000000001,822,€1.15m
