Name,Games,Wins,Draws,Losses,Goals,Balance,Points,Final Position,name,matches,wins,draws,losses,pts,goals,spectators,gk_oage,defense_oage,attack_oage,gk_mkt,defense_mkt,attack_mkt,gk_omkt,defense_omkt,attack_omkt,total_oage,total_mkt,total_omkt,income,expenditure,balance,arrival_sum,arrival_age,arrival_mkt,derpature_sum,derpature_age,derpature_mkt,manager_name,manager_age,manager_avarage_time,manager_matches,manager_wins,manager_draws,manager_losses,manager_points,manager_ppm,manager_teams_coached,manager_avarage_ppm,manager_total_matches,manager_total_transfer
Everton,38,12,11,15,48:50,-2,47,11,Everton FC,38,21,9,8,1.89,61:39,37.086,34.67,27.20,25.67,€22.95m,€118.00m,€80.50m,€7.65m,€11.80m,€13.42m,27.48,€334.45m,€13.38m,€103.60m,€78.20m,+€25.40m,€78.20m,25.1,€133.15m,€103.60m,27.1,€168.70m,Sean Dyche,51,3.22 Years,18,5,6,7,21,1.17,6,0.6466666666666666,492,€210k
West Ham,38,12,11,15,44:47,-3,47,12,West Ham United,38,11,7,20,1.05,40:51,35.446,34.00,28.75,27.67,€8.90m,€108.10m,€116.00m,€4.45m,€13.51m,€19.33m,28.04,€441.80m,€19.21m,€21.55m,€194.00m,€-172.45m,€194.00m,25.0,€157.00m,€21.55m,28.8,€61.75m,David Moyes,60,3.23 Years,57,27,8,22,89,1.56,8,1.2075,1051,€47k
West Brom,38,11,11,16,38:51,-13,44,13,West Bromwich Albion,38,7,15,16,0.95,43:59,31.221,27.00,26.83,26.33,€2.65m,€19.70m,€22.30m,€883k,€1.64m,€3.72m,27.24,€63.45m,€2.19m,0,€1.35m,€-1.35m,€1.35m,26.1,€34.35m,0,27.6,€34.05m,Carlos Corberán,40,0.97 Years,44,21,9,14,72,1.64,18,0.3622222222222222,169,0
Leicester,38,11,8,19,46:55,-9,41,14,Leicester City,46,31,9,6,2.22,83:43,20.857,29.33,27.08,26.33,€11.50m,€147.80m,€99.30m,€3.83m,€12.32m,€16.55m,27.17,€429.10m,€14.30m,€81.40m,€48.00m,+€33.40m,€48.00m,25.5,€67.40m,€81.40m,27.7,€67.85m,Dean Smith,52,2.44 Years,34,13,8,13,47,1.38,6,1.0666666666666667,605,€137k
Newcastle,38,10,9,19,40:63,-23,39,15,Newcastle United,38,15,4,19,1.29,43:59,43.366,31.60,27.92,26.86,€24.00m,€107.90m,€206.00m,€4.80m,€8.30m,€29.43m,27.74,€527.90m,€15.53m,€13.46m,€185.35m,€-171.89m,€185.35m,25.4,€149.20m,€13.46m,28.2,€52.20m,Eddie Howe,45,3.30 Years,46,25,14,7,89,1.93,4,1.58,617,€600k
Sunderland,38,7,17,14,31:53,-22,38,16,Sunderland AFC,38,10,8,20,1.00,41:60,38.602,24.00,24.13,23.43,€7.25m,€9.50m,€22.05m,€3.63m,€1.19m,€3.15m,24.15,€53.65m,€1.99m,0,€6.06m,€-6.06m,€6.06m,21.8,€38.48m,0,25.1,€28.90m,Tony Mowbray,59,2.06 Years,45,18,14,13,68,1.51,10,1.1400000000000001,822,€1.15m
Aston Villa,38,10,8,20,31:57,-26,38,17,Aston Villa,38,10,8,20,1.00,39:61,36.387,28.50,29.00,24.67,€30.50m,€132.80m,€147.80m,€7.63m,€14.76m,€16.42m,26.59,€474.10m,€16.35m,€54.00m,€100.14m,€-46.14m,€100.14m,25.7,€242.70m,€54.00m,26.1,€164.00m,Unai Emery,51,1.97 Years,44,26,7,11,85,1.93,10,1.583,853,0
Hull City,38,8,11,19,33:51,-18,35,18,Hull City,38,10,7,21,0.97,38:53,30.686,23.33,26.25,22.86,€1.65m,€18.85m,€13.30m,€550k,€2.36m,€1.90m,24.96,€50.75m,€1.88m,€19.00m,€11.66m,+€7.34m,€11.66m,23.3,€47.30m,€19.00m,23.9,€38.30m,Liam Rosenior,38,0.44 Years,41,15,16,10,61,1.49,8,0.40375,41,€1.98m
Burnley,38,7,12,19,28:53,-25,33,19,Burnley FC,46,26,15,5,2.02,72:37,15.699,24.75,25.11,26.25,€13.60m,€48.40m,€33.70m,€3.40m,€5.38m,€4.21m,25.81,€132.30m,€5.09m,€76.46m,€43.20m,+€33.26m,€43.20m,22.6,€70.73m,€76.46m,26.8,€165.35m,Vincent Kompany,37,1.42 Years,54,34,15,5,117,2.17,3,1.6900000000000002,149,€19.00m
QPR,38,8,6,24,42:73,-31,30,20,Queens Park Rangers,46,23,11,12,1.74,60:44,16.687,26.33,26.43,26.38,€1.55m,€12.70m,€7.90m,€517k,€1.81m,€988k,26.16,€38.45m,€1.54m,€900k,0,+€900k,0,23.7,€24.80m,€900k,25.4,€24.15m,Gareth Ainsworth,50,2.08 Years,50,22,7,21,73,1.46,10,0.696,571,€3.79m
